transaction_id,transaction_date,year,month,week_of_year,day_of_week,market,state,product,category,vendor,quantity,unit_price,avg_price,total_amount,price_diff,price_diff_pct,price_category,week_start_date
TXN0184,2024-01-12,2024,1,2,Friday,Balogun,Lagos,Palm Oil 25L,Oil,Mama Ngozi,5.0,36077.0,36077.0,180385.0,0.0,0.0,High,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,1528.0,3526.0,235.0,15.379581151832461,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,2367.0,3526.0,-604.0,-25.517532741867342,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,3514.0,3526.0,-1751.0,-49.82925441092772,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,5052.0,3526.0,-3289.0,-65.10292953285828,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,1605.0,3526.0,158.0,9.84423676012461,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,3433.0,3526.0,-1670.0,-48.64549956306438,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,2991.0,3526.0,-1228.0,-41.05650284185891,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,3027.0,3526.0,-1264.0,-41.75751569210439,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,3058.0,3526.0,-1295.0,-42.347939829954214,Low,2024-01-08
TXN0185,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Garri White,Grains,Mr Ade,2.0,1763.0,5164.0,3526.0,-3401.0,-65.859798605732,Low,2024-01-08
TXN0186,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,2.0,2716.0,6705.0,5432.0,-3989.0,-59.49291573452648,Low,2024-01-29
TXN0186,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,2.0,2716.0,4302.5,5432.0,-1586.5,-36.8739105171412,Low,2024-01-29
TXN0186,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,2.0,2716.0,2223.0,5432.0,493.0,22.17723796671165,Low,2024-01-29
TXN0186,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,2.0,2716.0,2779.0,5432.0,-63.0,-2.2670025188916876,Low,2024-01-29
TXN0186,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,2.0,2716.0,3608.0,5432.0,-892.0,-24.722838137472284,Low,2024-01-29
TXN0186,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,2.0,2716.0,6210.0,5432.0,-3494.0,-56.26409017713365,Low,2024-01-29
TXN0187,2024-01-17,2024,1,3,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mr Ade,1.0,4885.0,6554.0,4885.0,-1669.0,-25.465364662801342,Low,2024-01-15
TXN0187,2024-01-17,2024,1,3,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mr Ade,1.0,4885.0,5779.0,4885.0,-894.0,-15.469804464440214,Low,2024-01-15
TXN0187,2024-01-17,2024,1,3,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mr Ade,1.0,4885.0,4792.0,4885.0,93.0,1.9407345575959931,Low,2024-01-15
TXN0187,2024-01-17,2024,1,3,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mr Ade,1.0,4885.0,2662.0,4885.0,2223.0,83.50864012021036,Low,2024-01-15
TXN0187,2024-01-17,2024,1,3,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mr Ade,1.0,4885.0,5948.0,4885.0,-1063.0,-17.871553463349024,Low,2024-01-15
TXN0187,2024-01-17,2024,1,3,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mr Ade,1.0,4885.0,1979.0,4885.0,2906.0,146.84183931278423,Low,2024-01-15
TXN0189,2024-01-24,2024,1,4,Wednesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,5.0,81579.0,80548.0,407895.0,1031.0,1.2799821224611412,Premium,2024-01-22
TXN0189,2024-01-24,2024,1,4,Wednesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,5.0,81579.0,81916.0,407895.0,-337.0,-0.4113970408711363,Premium,2024-01-22
TXN0189,2024-01-24,2024,1,4,Wednesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,5.0,81579.0,82337.0,407895.0,-758.0,-0.9206067745970827,Premium,2024-01-22
TXN0190,2024-01-17,2024,1,3,Wednesday,Wuse,Abuja,Palm Oil 25L,Oil,Mr Ade,10.0,36509.0,36509.0,365090.0,0.0,0.0,High,2024-01-15
TXN0191,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Palm Oil 25L,Oil,Mrs Okeke,,35478.0,35478.0,,0.0,0.0,High,2024-01-08
TXN0192,2024-01-15,2024,1,3,Monday,Ogbete,Enugu,Palm Oil 25L,Oil,Mrs Okeke,,36990.0,36990.0,,0.0,0.0,High,2024-01-15
TXN0193,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,1.0,2114.0,3282.5,2114.0,-1168.5,-35.5978674790556,Low,2024-01-08
TXN0193,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,1.0,2114.0,2016.0,2114.0,98.0,4.861111111111112,Low,2024-01-08
TXN0193,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,1.0,2114.0,5622.0,2114.0,-3508.0,-62.3977232301672,Low,2024-01-08
TXN0193,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,1.0,2114.0,4962.0,2114.0,-2848.0,-57.39621120515921,Low,2024-01-08
TXN0194,2024-01-03,2024,1,1,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,,,5901.0,,,,,2024-01-01
TXN0194,2024-01-03,2024,1,1,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,,,4915.0,,,,,2024-01-01
TXN0194,2024-01-03,2024,1,1,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,,,4561.0,,,,,2024-01-01
TXN0194,2024-01-03,2024,1,1,Wednesday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,,,2015.0,,,,,2024-01-01
TXN0195,2024-01-22,2024,1,4,Monday,Ogbete,Enugu,Palm Oil 25L,Oil,Mrs Okeke,,34265.0,34265.0,,0.0,0.0,High,2024-01-22
TXN0196,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,79127.0,81455.0,,-2328.0,-2.8580197655147015,Premium,2024-01-08
TXN0196,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,79127.0,81225.0,,-2098.0,-2.582948599569098,Premium,2024-01-08
TXN0196,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,79127.0,76651.0,,2476.0,3.2302253069105427,Premium,2024-01-08
TXN0196,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,79127.0,80336.0,,-1209.0,-1.5049292969527983,Premium,2024-01-08
TXN0196,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,79127.0,79192.5,,-65.5,-0.08270985257442309,Premium,2024-01-08
TXN0197,2024-01-30,2024,1,5,Tuesday,Balogun,Lagos,Rice 50Kg,Grains,Mrs Okeke,2.0,80088.0,78376.0,160176.0,1712.0,2.1843421455547616,Premium,2024-01-29
TXN0197,2024-01-30,2024,1,5,Tuesday,Balogun,Lagos,Rice 50Kg,Grains,Mrs Okeke,2.0,80088.0,82495.0,160176.0,-2407.0,-2.917752591066125,Premium,2024-01-29
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,5296.0,,-657.0,-12.40558912386707,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,4291.0,,348.0,8.109997669540899,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,3142.0,,1497.0,47.64481222151496,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,4170.0,,469.0,11.247002398081534,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,3448.0,,1191.0,34.54176334106728,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,6666.0,,-2027.0,-30.40804080408041,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,5985.0,,-1346.0,-22.48955722639933,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,5331.0,,-692.0,-12.980679047083099,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,5527.0,,-888.0,-16.066582232675955,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,3093.0,,1546.0,49.98383446492079,Low,2024-01-15
TXN0198,2024-01-16,2024,1,3,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,,4639.0,6048.0,,-1409.0,-23.29695767195767,Low,2024-01-15
TXN0199,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,10.0,2919.0,6705.0,29190.0,-3786.0,-56.46532438478747,Low,2024-01-29
TXN0199,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,10.0,2919.0,4302.5,29190.0,-1383.5,-32.155723416618244,Low,2024-01-29
TXN0199,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,10.0,2919.0,2223.0,29190.0,696.0,31.309041835357625,Low,2024-01-29
TXN0199,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,10.0,2919.0,2779.0,29190.0,140.0,5.037783375314862,Low,2024-01-29
TXN0199,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,10.0,2919.0,3608.0,29190.0,-689.0,-19.096452328159646,Low,2024-01-29
TXN0199,2024-01-31,2024,1,5,Wednesday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,10.0,2919.0,6210.0,29190.0,-3291.0,-52.99516908212561,Low,2024-01-29
TXN0200,2024-01-30,2024,1,5,Tuesday,Balogun,Lagos,Garri White,Grains,Mrs Okeke,5.0,2790.0,4977.0,13950.0,-2187.0,-43.942133815551536,Low,2024-01-29
TXN0200,2024-01-30,2024,1,5,Tuesday,Balogun,Lagos,Garri White,Grains,Mrs Okeke,5.0,2790.0,4567.0,13950.0,-1777.0,-38.90956864462448,Low,2024-01-29
TXN0200,2024-01-30,2024,1,5,Tuesday,Balogun,Lagos,Garri White,Grains,Mrs Okeke,5.0,2790.0,5567.0,13950.0,-2777.0,-49.88324052451949,Low,2024-01-29
TXN0202,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Beans Brown,Grains,Mr Ade,,,4302.5,,,,,2024-01-08
TXN0202,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Beans Brown,Grains,Mr Ade,,,3527.0,,,,,2024-01-08
TXN0202,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Beans Brown,Grains,Mr Ade,,,5822.0,,,,,2024-01-08
TXN0202,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Beans Brown,Grains,Mr Ade,,,2602.0,,,,,2024-01-08
TXN0202,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Beans Brown,Grains,Mr Ade,,,2333.0,,,,,2024-01-08
TXN0203,2024-01-11,2024,1,2,Thursday,Bodija,Oyo,Palm Oil 25L,Oil,Mr Ade,,34604.0,34604.0,,0.0,0.0,High,2024-01-08
TXN0204,2024-01-31,2024,1,5,Wednesday,Ogbete,Enugu,Beans Brown,Grains,Alhaji Musa,,7015.0,6323.0,,692.0,10.944172070219832,Low,2024-01-29
TXN0204,2024-01-31,2024,1,5,Wednesday,Ogbete,Enugu,Beans Brown,Grains,Alhaji Musa,,7015.0,5645.0,,1370.0,24.269264836138174,Low,2024-01-29
TXN0204,2024-01-31,2024,1,5,Wednesday,Ogbete,Enugu,Beans Brown,Grains,Alhaji Musa,,7015.0,2501.0,,4514.0,180.4878048780488,Low,2024-01-29
TXN0204,2024-01-31,2024,1,5,Wednesday,Ogbete,Enugu,Beans Brown,Grains,Alhaji Musa,,7015.0,6665.0,,350.0,5.251312828207052,Low,2024-01-29
TXN0204,2024-01-31,2024,1,5,Wednesday,Ogbete,Enugu,Beans Brown,Grains,Alhaji Musa,,7015.0,5301.0,,1714.0,32.33352197698547,Low,2024-01-29
TXN0204,2024-01-31,2024,1,5,Wednesday,Ogbete,Enugu,Beans Brown,Grains,Alhaji Musa,,7015.0,2629.0,,4386.0,166.83149486496768,Low,2024-01-29
TXN0205,2024-01-30,2024,1,5,Tuesday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,5.0,3548.0,2402.0,17740.0,1146.0,47.71024146544546,Low,2024-01-29
TXN0206,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,2.0,6012.0,3040.0,12024.0,2972.0,97.76315789473684,Low,2024-01-15
TXN0206,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,2.0,6012.0,4232.0,12024.0,1780.0,42.06049149338374,Low,2024-01-15
TXN0206,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,2.0,6012.0,2530.0,12024.0,3482.0,137.62845849802372,Low,2024-01-15
TXN0206,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,2.0,6012.0,4658.0,12024.0,1354.0,29.06826964362387,Low,2024-01-15
TXN0206,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,2.0,6012.0,3530.0,12024.0,2482.0,70.31161473087819,Low,2024-01-15
TXN0206,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,2.0,6012.0,4002.0,12024.0,2010.0,50.22488755622189,Low,2024-01-15
TXN0206,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,2.0,6012.0,2444.0,12024.0,3568.0,145.99018003273324,Low,2024-01-15
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,4037.0,14314.0,3120.0,77.28511270745602,Low,2024-01-29
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,4816.0,14314.0,2341.0,48.60880398671096,Low,2024-01-29
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,2642.0,14314.0,4515.0,170.89326267978805,Low,2024-01-29
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,5651.0,14314.0,1506.0,26.6501504158556,Low,2024-01-29
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,5986.0,14314.0,1171.0,19.56231206147678,Low,2024-01-29
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,2970.0,14314.0,4187.0,140.97643097643098,Low,2024-01-29
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,2236.0,14314.0,4921.0,220.08050089445436,Low,2024-01-29
TXN0207,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Alhaji Musa,2.0,7157.0,3187.0,14314.0,3970.0,124.56855977408222,Low,2024-01-29
TXN0209,2024-01-03,2024,1,1,Wednesday,Ogbete,Enugu,Palm Oil 25L,Oil,Mr Ade,2.0,36826.0,36826.0,73652.0,0.0,0.0,High,2024-01-01
TXN0210,2024-01-05,2024,1,1,Friday,Bodija,Oyo,Palm Oil 25L,Oil,Mrs Okeke,10.0,35171.0,35171.0,351710.0,0.0,0.0,High,2024-01-01
TXN0211,2024-01-04,2024,1,1,Thursday,Ogbete,Enugu,Palm Oil 25L,Oil,Alhaji Musa,2.0,37035.0,37035.0,74070.0,0.0,0.0,High,2024-01-01
TXN0212,2024-01-10,2024,1,2,Wednesday,Ogbete,Enugu,Palm Oil 25L,Oil,Mr Ade,2.0,34654.0,34654.0,69308.0,0.0,0.0,High,2024-01-08
TXN0213,2024-01-07,2024,1,1,Sunday,Wuse,Abuja,Beans Brown,Grains,Mr Ade,5.0,6932.0,5846.0,34660.0,1086.0,18.57680465275402,Low,2024-01-01
TXN0213,2024-01-07,2024,1,1,Sunday,Wuse,Abuja,Beans Brown,Grains,Mr Ade,5.0,6932.0,4099.0,34660.0,2833.0,69.11441815076847,Low,2024-01-01
TXN0213,2024-01-07,2024,1,1,Sunday,Wuse,Abuja,Beans Brown,Grains,Mr Ade,5.0,6932.0,3425.0,34660.0,3507.0,102.3941605839416,Low,2024-01-01
TXN0213,2024-01-07,2024,1,1,Sunday,Wuse,Abuja,Beans Brown,Grains,Mr Ade,5.0,6932.0,5225.0,34660.0,1707.0,32.66985645933014,Low,2024-01-01
TXN0213,2024-01-07,2024,1,1,Sunday,Wuse,Abuja,Beans Brown,Grains,Mr Ade,5.0,6932.0,4231.0,34660.0,2701.0,63.83833609075869,Low,2024-01-01
TXN0214,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,10.0,1689.0,3282.5,16890.0,-1593.5,-48.545316070068544,Low,2024-01-08
TXN0214,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,10.0,1689.0,2016.0,16890.0,-327.0,-16.220238095238095,Low,2024-01-08
TXN0214,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,10.0,1689.0,5622.0,16890.0,-3933.0,-69.957310565635,Low,2024-01-08
TXN0214,2024-01-13,2024,1,2,Saturday,Bodija,Oyo,Garri White,Grains,Mama Ngozi,10.0,1689.0,4962.0,16890.0,-3273.0,-65.96130592503023,Low,2024-01-08
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,79615.0,78304.0,-1311.0,-1.6466746216165296,Premium,2024-01-29
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,81457.0,78304.0,-3153.0,-3.8707538946929057,Premium,2024-01-29
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,80318.0,78304.0,-2014.0,-2.5075325580816257,Premium,2024-01-29
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,81486.0,78304.0,-3182.0,-3.9049652701077484,Premium,2024-01-29
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,79657.0,78304.0,-1353.0,-1.6985324579133032,Premium,2024-01-29
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,80092.0,78304.0,-1788.0,-2.232432702392249,Premium,2024-01-29
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,79561.0,78304.0,-1257.0,-1.5799198099571397,Premium,2024-01-29
TXN0215,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Rice 50Kg,Grains,Mr Ade,1.0,78304.0,78382.0,78304.0,-78.0,-0.0995126432089,Premium,2024-01-29
TXN0216,2024-01-09,2024,1,2,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,1.0,79530.0,79484.0,79530.0,46.0,0.05787328267324242,Premium,2024-01-08
TXN0216,2024-01-09,2024,1,2,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,1.0,79530.0,78909.0,79530.0,621.0,0.7869824734821124,Premium,2024-01-08
TXN0216,2024-01-09,2024,1,2,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,1.0,79530.0,81253.0,79530.0,-1723.0,-2.1205370878613716,Premium,2024-01-08
TXN0216,2024-01-09,2024,1,2,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,1.0,79530.0,77109.0,79530.0,2421.0,3.13971131774501,Premium,2024-01-08
TXN0216,2024-01-09,2024,1,2,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,1.0,79530.0,77894.0,79530.0,1636.0,2.100290137879683,Premium,2024-01-08
TXN0217,2024-01-12,2024,1,2,Friday,Balogun,Lagos,Palm Oil 25L,Oil,Mr Ade,1.0,38671.0,38671.0,38671.0,0.0,0.0,High,2024-01-08
TXN0218,2024-01-04,2024,1,1,Thursday,Bodija,Oyo,Garri White,Grains,Mrs Okeke,,2473.0,4473.0,,-2000.0,-44.7127207690588,Low,2024-01-01
TXN0218,2024-01-04,2024,1,1,Thursday,Bodija,Oyo,Garri White,Grains,Mrs Okeke,,2473.0,1839.0,,634.0,34.4752582925503,Low,2024-01-01
TXN0220,2024-01-29,2024,1,5,Monday,Ogbete,Enugu,Palm Oil 25L,Oil,Mrs Okeke,,37243.0,37243.0,,0.0,0.0,High,2024-01-29
TXN0221,2024-01-17,2024,1,3,Wednesday,Wuse,Abuja,Palm Oil 25L,Oil,Mr Ade,,36451.0,36451.0,,0.0,0.0,High,2024-01-15
TXN0222,2024-01-04,2024,1,1,Thursday,Ogbete,Enugu,Palm Oil 25L,Oil,Mrs Okeke,1.0,36517.0,36517.0,36517.0,0.0,0.0,High,2024-01-01
TXN0224,2024-01-31,2024,1,5,Wednesday,Wuse,Abuja,Palm Oil 25L,Oil,Alhaji Musa,2.0,,,,,,,2024-01-29
TXN0225,2024-01-07,2024,1,1,Sunday,Bodija,Oyo,Garri White,Grains,Mr Ade,10.0,2640.0,4473.0,26400.0,-1833.0,-40.97920858484238,Low,2024-01-01
TXN0225,2024-01-07,2024,1,1,Sunday,Bodija,Oyo,Garri White,Grains,Mr Ade,10.0,2640.0,1839.0,26400.0,801.0,43.556280587275694,Low,2024-01-01
TXN0226,2024-01-22,2024,1,4,Monday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,,3898.0,6699.0,,-2801.0,-41.81221077772802,Low,2024-01-22
TXN0226,2024-01-22,2024,1,4,Monday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,,3898.0,5447.0,,-1549.0,-28.437672113089775,Low,2024-01-22
TXN0227,2024-01-22,2024,1,4,Monday,Wuse,Abuja,Palm Oil 25L,Oil,Mrs Okeke,,36304.0,36304.0,,0.0,0.0,High,2024-01-22
TXN0228,2024-01-08,2024,1,2,Monday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,2.0,4585.0,4302.5,9170.0,282.5,6.5659500290528765,Low,2024-01-08
TXN0228,2024-01-08,2024,1,2,Monday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,2.0,4585.0,3527.0,9170.0,1058.0,29.997164729231642,Low,2024-01-08
TXN0228,2024-01-08,2024,1,2,Monday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,2.0,4585.0,5822.0,9170.0,-1237.0,-21.246994160082448,Low,2024-01-08
TXN0228,2024-01-08,2024,1,2,Monday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,2.0,4585.0,2602.0,9170.0,1983.0,76.21060722521138,Low,2024-01-08
TXN0228,2024-01-08,2024,1,2,Monday,Bodija,Oyo,Beans Brown,Grains,Mrs Okeke,2.0,4585.0,2333.0,9170.0,2252.0,96.52807543934848,Low,2024-01-08
TXN0229,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Palm Oil 25L,Oil,Mrs Okeke,5.0,37430.0,37430.0,187150.0,0.0,0.0,High,2024-01-29
TXN0230,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,,82449.0,79484.0,,2965.0,3.7303105027426904,Premium,2024-01-08
TXN0230,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,,82449.0,78909.0,,3540.0,4.486180283617839,Premium,2024-01-08
TXN0230,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,,82449.0,81253.0,,1196.0,1.4719456512374929,Premium,2024-01-08
TXN0230,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,,82449.0,77109.0,,5340.0,6.9252616426098115,Premium,2024-01-08
TXN0230,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,,82449.0,77894.0,,4555.0,5.84769045112589,Premium,2024-01-08
TXN0231,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Mama Ngozi,1.0,4337.0,3040.0,4337.0,1297.0,42.66447368421053,Low,2024-01-15
TXN0231,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Mama Ngozi,1.0,4337.0,4232.0,4337.0,105.0,2.4810964083175806,Low,2024-01-15
TXN0231,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Mama Ngozi,1.0,4337.0,2530.0,4337.0,1807.0,71.42292490118577,Low,2024-01-15
TXN0231,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Mama Ngozi,1.0,4337.0,4658.0,4337.0,-321.0,-6.891369686560756,Low,2024-01-15
TXN0231,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Mama Ngozi,1.0,4337.0,3530.0,4337.0,807.0,22.861189801699716,Low,2024-01-15
TXN0231,2024-01-21,2024,1,3,Sunday,Balogun,Lagos,Garri White,Grains,Mama Ngozi,1.0,4337.0,4002.0,4337.0,335.0,8.370814592703649,Low,2024-01-15
